model,layer,uniprot,n_molecules,order_used
ligunity_protein_ranking,L2,P48729,6825,lmdb
ligunity_protein_ranking,L2,P48730,7335,lmdb
ligunity_protein_ranking,L2,P48735,1474,lmdb
ligunity_protein_ranking,L2,P48736,11356,lmdb
ligunity_protein_ranking,L2,P49137,662,lmdb
ligunity_protein_ranking,L2,P49286,663,lmdb
ligunity_protein_ranking,L2,P49327,559,lmdb
ligunity_protein_ranking,L2,P49336,1783,lmdb
ligunity_protein_ranking,L2,P49674,663,lmdb
ligunity_protein_ranking,L2,P49759,6828,lmdb
ligunity_protein_ranking,L2,P49760,13097,lmdb
ligunity_protein_ranking,L2,P49761,7026,lmdb
ligunity_protein_ranking,L2,P49840,80490,FAIL
ligunity_protein_ranking,L2,P49841,71681,lmdb
ligunity_protein_ranking,L2,P50053,48095,lmdb
ligunity_protein_ranking,L2,P50406,2851,lmdb
ligunity_protein_ranking,L2,P50613,8912,lmdb
ligunity_protein_ranking,L2,P50750,9773,FAIL
ligunity_protein_ranking,L2,P51449,2444,lmdb
ligunity_protein_ranking,L2,P51531,4686,lmdb
ligunity_protein_ranking,L2,P51532,4181,lmdb
ligunity_protein_ranking,L2,P51617,2191,lmdb
ligunity_protein_ranking,L2,P51813,2139,lmdb
ligunity_protein_ranking,L2,P52333,36948,lmdb
ligunity_protein_ranking,L2,P52895,612,lmdb
ligunity_protein_ranking,L2,P53350,5449,lmdb
ligunity_protein_ranking,L2,P53396,3008,lmdb
ligunity_protein_ranking,L2,P53634,21144,lmdb
ligunity_protein_ranking,L2,P53667,3159,lmdb
ligunity_protein_ranking,L2,P53671,3363,lmdb
ligunity_protein_ranking,L2,P53779,3310,lmdb
ligunity_protein_ranking,L2,P54646,712,lmdb
ligunity_protein_ranking,L2,P55055,611,lmdb
ligunity_protein_ranking,L2,P56373,1377,lmdb
ligunity_protein_ranking,L2,P56524,866,lmdb
ligunity_protein_ranking,L2,P56817,17932,lmdb
ligunity_protein_ranking,L2,P61073,2651,lmdb
ligunity_protein_ranking,L2,P61964,2599,lmdb
ligunity_protein_ranking,L2,P62937,5143,FAIL
ligunity_protein_ranking,L2,P68400,11258,lmdb
ligunity_protein_ranking,L2,P69996,560,lmdb
ligunity_protein_ranking,L2,P78527,32194,lmdb
ligunity_protein_ranking,L2,P80192,2956,lmdb
ligunity_protein_ranking,L2,P80457,1581,lmdb
ligunity_protein_ranking,L2,P97612,611,lmdb
ligunity_protein_ranking,L2,P98170,10684,FAIL
ligunity_protein_ranking,L2,P9WGR1,608,lmdb
ligunity_protein_ranking,L2,Q00534,55593,FAIL
ligunity_protein_ranking,L2,Q00535,2037,lmdb
ligunity_protein_ranking,L2,Q00536,1731,lmdb
ligunity_protein_ranking,L2,Q00960,3516,lmdb
ligunity_protein_ranking,L2,Q00987,3311,lmdb
ligunity_protein_ranking,L2,Q01064,35350,lmdb
ligunity_protein_ranking,L2,Q01959,1274,lmdb
ligunity_protein_ranking,L2,Q02127,5506,lmdb
ligunity_protein_ranking,L2,Q02750,662,lmdb
ligunity_protein_ranking,L2,Q03111,5092,lmdb
ligunity_protein_ranking,L2,Q04609,5146,FAIL
ligunity_protein_ranking,L2,Q04759,1887,lmdb
ligunity_protein_ranking,L2,Q04771,2038,lmdb
ligunity_protein_ranking,L2,Q04828,916,lmdb
ligunity_protein_ranking,L2,Q05397,18797,lmdb
ligunity_protein_ranking,L2,Q06124,24805,lmdb
ligunity_protein_ranking,L2,Q06187,49767,lmdb
ligunity_protein_ranking,L2,Q07343,9576,lmdb
ligunity_protein_ranking,L2,Q07817,19209,lmdb
ligunity_protein_ranking,L2,Q07820,5455,lmdb
ligunity_protein_ranking,L2,Q07889,30112,FAIL
ligunity_protein_ranking,L2,Q08210,3364,lmdb
ligunity_protein_ranking,L2,Q08345,17215,lmdb
ligunity_protein_ranking,L2,Q08499,10902,lmdb
ligunity_protein_ranking,L2,Q09472,5707,lmdb
ligunity_protein_ranking,L2,Q12866,44573,lmdb
ligunity_protein_ranking,L2,Q12879,611,lmdb
ligunity_protein_ranking,L2,Q12884,6214,FAIL
ligunity_protein_ranking,L2,Q12931,561,lmdb
ligunity_protein_ranking,L2,Q13043,765,lmdb
ligunity_protein_ranking,L2,Q13085,1172,lmdb
ligunity_protein_ranking,L2,Q13133,560,lmdb
ligunity_protein_ranking,L2,Q13153,813,lmdb
ligunity_protein_ranking,L2,Q13164,764,lmdb
ligunity_protein_ranking,L2,Q13224,2138,lmdb
ligunity_protein_ranking,L2,Q13315,10998,lmdb
ligunity_protein_ranking,L2,Q13451,1425,lmdb
ligunity_protein_ranking,L2,Q13464,9325,lmdb
ligunity_protein_ranking,L2,Q13490,10738,FAIL
ligunity_protein_ranking,L2,Q13526,714,lmdb
ligunity_protein_ranking,L2,Q13546,29958,lmdb
ligunity_protein_ranking,L2,Q13547,53195,lmdb
ligunity_protein_ranking,L2,Q13627,23539,lmdb
ligunity_protein_ranking,L2,Q13822,10035,lmdb
ligunity_protein_ranking,L2,Q13946,4740,lmdb
ligunity_protein_ranking,L2,Q14004,2138,lmdb
ligunity_protein_ranking,L2,Q14145,6319,lmdb
ligunity_protein_ranking,L2,Q14432,2393,lmdb
ligunity_protein_ranking,L2,Q14524,1834,lmdb
ligunity_protein_ranking,L2,Q14833,8712,lmdb
ligunity_protein_ranking,L2,Q14994,1122,lmdb
ligunity_protein_ranking,L2,Q15059,1886,lmdb
ligunity_protein_ranking,L2,Q15118,866,lmdb
ligunity_protein_ranking,L2,Q15119,5659,FAIL
ligunity_protein_ranking,L2,Q15125,9017,lmdb
ligunity_protein_ranking,L2,Q15561,19666,lmdb
ligunity_protein_ranking,L2,Q15858,33625,lmdb
ligunity_protein_ranking,L2,Q15910,37453,lmdb
ligunity_protein_ranking,L2,Q16288,8460,lmdb
ligunity_protein_ranking,L2,Q16539,1886,lmdb
ligunity_protein_ranking,L2,Q16552,13346,lmdb
ligunity_protein_ranking,L2,Q16602,1222,lmdb
ligunity_protein_ranking,L2,Q16620,9586,lmdb
ligunity_protein_ranking,L2,Q16678,1578,lmdb
ligunity_protein_ranking,L2,Q16740,1631,lmdb
ligunity_protein_ranking,L2,Q16769,3416,lmdb
ligunity_protein_ranking,L2,Q16790,12738,lmdb
ligunity_protein_ranking,L2,Q16873,560,lmdb
ligunity_protein_ranking,L2,Q2M2I8,3212,lmdb
ligunity_protein_ranking,L2,Q32ZE1,7646,lmdb
ligunity_protein_ranking,L2,Q3TBT3,713,lmdb
ligunity_protein_ranking,L2,Q460N5,1224,lmdb
ligunity_protein_ranking,L2,Q58F21,1988,lmdb
ligunity_protein_ranking,L2,Q5S007,38710,FAIL
ligunity_protein_ranking,L2,Q64610,2800,lmdb
ligunity_protein_ranking,L2,Q6P179,866,lmdb
ligunity_protein_ranking,L2,Q6V1X1,3513,lmdb
ligunity_protein_ranking,L2,Q72547,3259,lmdb
ligunity_protein_ranking,L2,Q86TI2,2851,lmdb
ligunity_protein_ranking,L2,Q86U44,2952,lmdb
ligunity_protein_ranking,L2,Q86W56,17373,lmdb
ligunity_protein_ranking,L2,Q86WV6,8664,lmdb
ligunity_protein_ranking,L2,Q86X55,2392,lmdb
ligunity_protein_ranking,L2,Q8IVH8,16916,lmdb
ligunity_protein_ranking,L2,Q8IXJ6,866,lmdb
ligunity_protein_ranking,L2,Q8IYT8,561,lmdb
ligunity_protein_ranking,L2,Q8N884,15690,lmdb
ligunity_protein_ranking,L2,Q8NEB9,2906,lmdb
ligunity_protein_ranking,L2,Q8NER1,2241,lmdb
ligunity_protein_ranking,L2,Q8NET8,15076,lmdb
ligunity_protein_ranking,L2,Q8NFU5,3361,lmdb
ligunity_protein_ranking,L2,Q8NI77,55528,lmdb
ligunity_protein_ranking,L2,Q8R4B8,2954,lmdb
ligunity_protein_ranking,L2,Q8TDV5,1527,lmdb
ligunity_protein_ranking,L2,Q8TF76,1886,lmdb
ligunity_protein_ranking,L2,Q92633,28537,lmdb
ligunity_protein_ranking,L2,Q92769,17222,lmdb
ligunity_protein_ranking,L2,Q92793,22264,lmdb
ligunity_protein_ranking,L2,Q92831,2091,lmdb
ligunity_protein_ranking,L2,Q92918,115706,lmdb
ligunity_protein_ranking,L2,Q92993,4737,lmdb
ligunity_protein_ranking,L2,Q93009,14926,lmdb
ligunity_protein_ranking,L2,Q96GG9,25985,lmdb
ligunity_protein_ranking,L2,Q96KQ7,1733,lmdb
ligunity_protein_ranking,L2,Q96P20,22618,lmdb
ligunity_protein_ranking,L2,Q96RI1,3107,lmdb
ligunity_protein_ranking,L2,Q96S37,1529,lmdb
ligunity_protein_ranking,L2,Q96SW2,34286,lmdb
ligunity_protein_ranking,L2,Q99558,2802,lmdb
ligunity_protein_ranking,L2,Q99571,2498,lmdb
ligunity_protein_ranking,L2,Q99572,1377,lmdb
ligunity_protein_ranking,L2,Q99640,14564,lmdb
ligunity_protein_ranking,L2,Q99683,3871,lmdb
ligunity_protein_ranking,L2,Q99685,19364,lmdb
ligunity_protein_ranking,L2,Q99720,2141,lmdb
ligunity_protein_ranking,L2,Q99814,5810,lmdb
ligunity_protein_ranking,L2,Q99873,1527,lmdb
ligunity_protein_ranking,L2,Q9BUB5,5908,lmdb
ligunity_protein_ranking,L2,Q9BY41,20024,lmdb
ligunity_protein_ranking,L2,Q9BZP6,662,lmdb
ligunity_protein_ranking,L2,Q9C0B1,1528,lmdb
ligunity_protein_ranking,L2,Q9GZT9,3973,lmdb
ligunity_protein_ranking,L2,Q9H2K2,4073,lmdb
ligunity_protein_ranking,L2,Q9H3N8,2802,lmdb
ligunity_protein_ranking,L2,Q9H7B4,1274,lmdb
ligunity_protein_ranking,L2,Q9H8M2,19914,lmdb
ligunity_protein_ranking,L2,Q9H999,4127,lmdb
ligunity_protein_ranking,L2,Q9HAZ1,6878,lmdb
ligunity_protein_ranking,L2,Q9HBH9,5299,lmdb
ligunity_protein_ranking,L2,Q9NQS5,2346,lmdb
ligunity_protein_ranking,L2,Q9NR48,1784,lmdb
ligunity_protein_ranking,L2,Q9NR97,2955,lmdb
ligunity_protein_ranking,L2,Q9NSY1,3462,lmdb
ligunity_protein_ranking,L2,Q9NWZ3,74282,lmdb
ligunity_protein_ranking,L2,Q9NXS2,2088,lmdb
ligunity_protein_ranking,L2,Q9NYL2,612,lmdb
ligunity_protein_ranking,L2,Q9NYV4,14369,lmdb
ligunity_protein_ranking,L2,Q9NZQ7,44625,lmdb
ligunity_protein_ranking,L2,Q9P1W9,967,lmdb
ligunity_protein_ranking,L2,Q9UQB9,764,lmdb
ligunity_protein_ranking,L2,Q9UQD0,16404,lmdb
ligunity_protein_ranking,L2,Q9Y233,4126,lmdb
ligunity_protein_ranking,L2,Q9Y251,2691,FAIL
ligunity_protein_ranking,L2,Q9Y2K2,2242,lmdb
ligunity_protein_ranking,L2,Q9Y572,1528,lmdb
ligunity_protein_ranking,L2,Q9Y5N1,1427,lmdb
ligunity_protein_ranking,L2,Q9Y5Y6,1527,lmdb
ligunity_protein_ranking,L2,Q9Y5Y9,32199,lmdb
ligunity_protein_ranking,L2,Q9Y5Z0,16141,lmdb
ligunity_protein_ranking,L2,Q9Y657,561,lmdb
ligunity_protein_ranking,L2,Q9Z1M0,560,lmdb
ligunity_protein_ranking,L3,A0A1D8PKB4,610,FAIL
ligunity_protein_ranking,L3,C7FF05,4686,lmdb
ligunity_protein_ranking,L3,O14638,4636,lmdb
ligunity_protein_ranking,L3,O43526,1373,lmdb
ligunity_protein_ranking,L3,O94921,5096,lmdb
ligunity_protein_ranking,L3,P01111,23907,lmdb
ligunity_protein_ranking,L3,P05556,1371,FAIL
ligunity_protein_ranking,L3,P05622,19254,lmdb
ligunity_protein_ranking,L3,P06802,2087,lmdb
ligunity_protein_ranking,L3,P08515,1173,lmdb
ligunity_protein_ranking,L3,P08519,3819,lmdb
ligunity_protein_ranking,L3,P09487,560,lmdb
ligunity_protein_ranking,L3,P0DTC1,43566,FAIL
ligunity_protein_ranking,L3,P11498,1172,FAIL
ligunity_protein_ranking,L3,P11926,713,lmdb
ligunity_protein_ranking,L3,P17787,610,FAIL
ligunity_protein_ranking,L3,P18564,1835,lmdb
ligunity_protein_ranking,L3,P28347,12125,lmdb
ligunity_protein_ranking,L3,P30405,3973,FAIL
ligunity_protein_ranking,L3,P30518,1937,lmdb
ligunity_protein_ranking,L3,P36222,4435,FAIL
ligunity_protein_ranking,L3,P37288,5606,lmdb
ligunity_protein_ranking,L3,P40879,1019,lmdb
ligunity_protein_ranking,L3,P43220,6575,lmdb
ligunity_protein_ranking,L3,P43250,1121,lmdb
ligunity_protein_ranking,L3,P51684,561,lmdb
ligunity_protein_ranking,L3,P56450,662,lmdb
ligunity_protein_ranking,L3,P56528,5248,lmdb
ligunity_protein_ranking,L3,P97821,4230,lmdb
ligunity_protein_ranking,L3,Q00959,764,FAIL
ligunity_protein_ranking,L3,Q00961,1069,lmdb
ligunity_protein_ranking,L3,Q02779,815,lmdb
ligunity_protein_ranking,L3,Q14123,2039,lmdb
ligunity_protein_ranking,L3,Q15391,1424,lmdb
ligunity_protein_ranking,L3,Q15562,9173,lmdb
ligunity_protein_ranking,L3,Q15878,7697,lmdb
ligunity_protein_ranking,L3,Q16665,1427,lmdb
ligunity_protein_ranking,L3,Q62645,763,lmdb
ligunity_protein_ranking,L3,Q8R431,714,lmdb
ligunity_protein_ranking,L3,Q92830,8104,lmdb
ligunity_protein_ranking,L3,Q96LB1,3515,lmdb
ligunity_protein_ranking,L3,Q99594,5193,lmdb
ligunity_protein_ranking,L3,Q9HCR9,2037,lmdb
ligunity_protein_ranking,L3,Q9NP56,3618,FAIL
ligunity_protein_ranking,L3,Q9NPC1,867,lmdb
ligunity_protein_ranking,L3,Q9NR22,559,lmdb
ligunity_protein_ranking,L3,Q9Y4K4,510,lmdb
ligunity_protein_ranking,L3,Q9Y6M4,1732,lmdb
ligunity_protein_ranking,L4,B4RNM9,2958,lmdb
ligunity_protein_ranking,L4,C9J9Y7,30670,lmdb
ligunity_protein_ranking,L4,I6WXK4,1173,lmdb
ligunity_protein_ranking,L4,J9SQF3,33108,lmdb
ligunity_protein_ranking,L4,O00187,17213,FAIL
ligunity_protein_ranking,L4,O00411,11568,lmdb
ligunity_protein_ranking,L4,O00443,5042,lmdb
ligunity_protein_ranking,L4,O00748,969,lmdb
ligunity_protein_ranking,L4,O00750,866,lmdb
ligunity_protein_ranking,L4,O00767,1886,lmdb
ligunity_protein_ranking,L4,O14578,7743,lmdb
ligunity_protein_ranking,L4,O14874,5400,lmdb
ligunity_protein_ranking,L4,O14929,1731,lmdb
ligunity_protein_ranking,L4,O14980,2495,lmdb
ligunity_protein_ranking,L4,O15393,2036,FAIL
ligunity_protein_ranking,L4,O42275,6011,lmdb
ligunity_protein_ranking,L4,O54890,510,lmdb
ligunity_protein_ranking,L4,O60285,1885,FAIL
ligunity_protein_ranking,L4,O60331,1683,lmdb
ligunity_protein_ranking,L4,O60427,12028,lmdb
ligunity_protein_ranking,L4,O60563,7949,FAIL
ligunity_protein_ranking,L4,O75106,3107,lmdb
ligunity_protein_ranking,L4,O75143,1833,lmdb
ligunity_protein_ranking,L4,O75365,1275,lmdb
ligunity_protein_ranking,L4,O75747,11664,FAIL
ligunity_protein_ranking,L4,O75909,8612,FAIL
ligunity_protein_ranking,L4,O77963,6980,lmdb
ligunity_protein_ranking,L4,O88634,3364,lmdb
ligunity_protein_ranking,L4,O94782,20685,lmdb
ligunity_protein_ranking,L4,O94956,509,lmdb
ligunity_protein_ranking,L4,O95069,917,lmdb
ligunity_protein_ranking,L4,O95278,917,lmdb
ligunity_protein_ranking,L4,O95835,3720,lmdb
ligunity_protein_ranking,L4,O95931,2088,lmdb
ligunity_protein_ranking,L4,P01127,10495,lmdb
ligunity_protein_ranking,L4,P01584,1579,lmdb
ligunity_protein_ranking,L4,P04296,9680,lmdb
ligunity_protein_ranking,L4,P05067,4378,FAIL
ligunity_protein_ranking,L4,P08546,4178,lmdb
ligunity_protein_ranking,L4,P08648,510,lmdb
ligunity_protein_ranking,L4,P09391,560,lmdb
ligunity_protein_ranking,L4,P09871,21444,lmdb
ligunity_protein_ranking,L4,P09936,714,lmdb
ligunity_protein_ranking,L4,P0AES4,6778,lmdb
ligunity_protein_ranking,L4,P10636,560,lmdb
ligunity_protein_ranking,L4,P11166,3515,FAIL
ligunity_protein_ranking,L4,P11169,663,lmdb
ligunity_protein_ranking,L4,P12955,663,lmdb
ligunity_protein_ranking,L4,P13612,47323,lmdb
ligunity_protein_ranking,L4,P14060,3768,lmdb
ligunity_protein_ranking,L4,P14416,16307,lmdb
ligunity_protein_ranking,L4,P14672,1985,lmdb
ligunity_protein_ranking,L4,P15692,3007,lmdb
ligunity_protein_ranking,L4,P15823,561,lmdb
ligunity_protein_ranking,L4,P16101,5904,lmdb
ligunity_protein_ranking,L4,P16406,1477,lmdb
ligunity_protein_ranking,L4,P16788,23125,lmdb
ligunity_protein_ranking,L4,P17927,3513,lmdb
ligunity_protein_ranking,L4,P17948,4791,lmdb
ligunity_protein_ranking,L4,P18510,612,lmdb
ligunity_protein_ranking,L4,P18848,2038,lmdb
ligunity_protein_ranking,L4,P19525,9223,lmdb
ligunity_protein_ranking,L4,P20648,5708,lmdb
ligunity_protein_ranking,L4,P21842,2497,FAIL
ligunity_protein_ranking,L4,P21917,3312,lmdb
ligunity_protein_ranking,L4,P22001,17880,lmdb
ligunity_protein_ranking,L4,P22629,1172,lmdb
ligunity_protein_ranking,L4,P22681,814,lmdb
ligunity_protein_ranking,L4,P22830,867,lmdb
ligunity_protein_ranking,L4,P23743,27713,lmdb
ligunity_protein_ranking,L4,P24385,10854,FAIL
ligunity_protein_ranking,L4,P24530,510,lmdb
ligunity_protein_ranking,L4,P24863,918,lmdb
ligunity_protein_ranking,L4,P24864,3466,FAIL
ligunity_protein_ranking,L4,P25101,815,lmdb
ligunity_protein_ranking,L4,P25322,1579,lmdb
ligunity_protein_ranking,L4,P25929,5198,lmdb
ligunity_protein_ranking,L4,P26012,1273,lmdb
ligunity_protein_ranking,L4,P27986,3364,lmdb
ligunity_protein_ranking,L4,P28223,61144,lmdb
ligunity_protein_ranking,L4,P29371,1326,lmdb
ligunity_protein_ranking,L4,P30550,662,FAIL
ligunity_protein_ranking,L4,P30990,3874,lmdb
ligunity_protein_ranking,L4,P31350,816,lmdb
ligunity_protein_ranking,L4,P34969,5145,lmdb
ligunity_protein_ranking,L4,P35348,764,lmdb
ligunity_protein_ranking,L4,P35462,5553,lmdb
ligunity_protein_ranking,L4,P35869,1833,lmdb
ligunity_protein_ranking,L4,P37059,2396,lmdb
ligunity_protein_ranking,L4,P37840,5857,lmdb
ligunity_protein_ranking,L4,P38158,560,lmdb
ligunity_protein_ranking,L4,P41235,916,lmdb
ligunity_protein_ranking,L4,P42226,2193,lmdb
ligunity_protein_ranking,L4,P43251,1428,lmdb
ligunity_protein_ranking,L4,P43341,7795,lmdb
ligunity_protein_ranking,L4,P43354,1780,lmdb
ligunity_protein_ranking,L4,P46976,1121,lmdb
ligunity_protein_ranking,L4,P48025,663,lmdb
ligunity_protein_ranking,L4,P48048,1528,lmdb
ligunity_protein_ranking,L4,P48549,1121,lmdb
ligunity_protein_ranking,L4,P49238,968,lmdb
ligunity_protein_ranking,L4,P49721,765,lmdb
ligunity_protein_ranking,L4,P49959,612,lmdb
ligunity_protein_ranking,L4,P50052,10903,lmdb
ligunity_protein_ranking,L4,P51946,5300,FAIL
ligunity_protein_ranking,L4,P52429,4124,lmdb
ligunity_protein_ranking,L4,P54278,4331,lmdb
ligunity_protein_ranking,L4,P57059,4281,lmdb
ligunity_protein_ranking,L4,P62837,1986,lmdb
ligunity_protein_ranking,L4,P95160,1172,lmdb
ligunity_protein_ranking,L4,P97639,1223,lmdb
ligunity_protein_ranking,L4,Q01538,66335,FAIL
ligunity_protein_ranking,L4,Q01973,1120,lmdb
ligunity_protein_ranking,L4,Q02974,1325,lmdb
ligunity_protein_ranking,L4,Q03164,13648,FAIL
ligunity_protein_ranking,L4,Q04912,561,lmdb
ligunity_protein_ranking,L4,Q06830,1528,lmdb
ligunity_protein_ranking,L4,Q08211,36023,lmdb
ligunity_protein_ranking,L4,Q08828,3464,lmdb
ligunity_protein_ranking,L4,Q10469,8712,lmdb
ligunity_protein_ranking,L4,Q12809,1986,FAIL
ligunity_protein_ranking,L4,Q13094,1529,FAIL
ligunity_protein_ranking,L4,Q13191,62765,lmdb
ligunity_protein_ranking,L4,Q13233,2957,lmdb
ligunity_protein_ranking,L4,Q13535,24306,FAIL
ligunity_protein_ranking,L4,Q13541,18038,lmdb
ligunity_protein_ranking,L4,Q13564,1171,lmdb
ligunity_protein_ranking,L4,Q13574,29346,lmdb
ligunity_protein_ranking,L4,Q13639,2496,lmdb
ligunity_protein_ranking,L4,Q13686,2038,lmdb
ligunity_protein_ranking,L4,Q13724,26950,FAIL
ligunity_protein_ranking,L4,Q14191,76779,lmdb
ligunity_protein_ranking,L4,Q14721,1528,lmdb
ligunity_protein_ranking,L4,Q15040,1221,lmdb
ligunity_protein_ranking,L4,Q15078,2649,FAIL
ligunity_protein_ranking,L4,Q15116,5454,FAIL
ligunity_protein_ranking,L4,Q15369,560,lmdb
ligunity_protein_ranking,L4,Q15726,1377,lmdb
ligunity_protein_ranking,L4,Q16204,1530,lmdb
ligunity_protein_ranking,L4,Q16236,4381,FAIL
ligunity_protein_ranking,L4,Q16531,25010,FAIL
ligunity_protein_ranking,L4,Q16548,663,lmdb
ligunity_protein_ranking,L4,Q16739,15737,lmdb
ligunity_protein_ranking,L4,Q16832,16614,lmdb
ligunity_protein_ranking,L4,Q16853,4282,FAIL
ligunity_protein_ranking,L4,Q29550,765,lmdb
ligunity_protein_ranking,L4,Q2FYS5,1478,lmdb
ligunity_protein_ranking,L4,Q3SYC2,765,lmdb
ligunity_protein_ranking,L4,Q5JRX3,2905,lmdb
ligunity_protein_ranking,L4,Q5M868,4025,lmdb
ligunity_protein_ranking,L4,Q60795,1373,lmdb
ligunity_protein_ranking,L4,Q695T7,10237,lmdb
ligunity_protein_ranking,L4,Q6NS38,713,lmdb
ligunity_protein_ranking,L4,Q6SZW1,12377,lmdb
ligunity_protein_ranking,L4,Q70CQ3,11771,lmdb
ligunity_protein_ranking,L4,Q7Z3E1,29244,lmdb
ligunity_protein_ranking,L4,Q7Z5P4,45534,FAIL
ligunity_protein_ranking,L4,Q86SK9,2745,lmdb
ligunity_protein_ranking,L4,Q86UE8,3463,lmdb
ligunity_protein_ranking,L4,Q86YV6,714,lmdb
ligunity_protein_ranking,L4,Q8BHB0,1425,lmdb
ligunity_protein_ranking,L4,Q8IU80,765,lmdb
ligunity_protein_ranking,L4,Q8IVG9,714,lmdb
ligunity_protein_ranking,L4,Q8IWV7,510,lmdb
ligunity_protein_ranking,L4,Q8N1C3,10239,lmdb
ligunity_protein_ranking,L4,Q8NEV1,560,FAIL
ligunity_protein_ranking,L4,Q8NFR9,1171,lmdb
ligunity_protein_ranking,L4,Q8NHG7,4582,lmdb
ligunity_protein_ranking,L4,Q8TAF3,2191,lmdb
ligunity_protein_ranking,L4,Q8TD08,561,lmdb
ligunity_protein_ranking,L4,Q8TDU9,510,lmdb
ligunity_protein_ranking,L4,Q8VCR2,1172,lmdb
ligunity_protein_ranking,L4,Q8WXE1,5505,lmdb
ligunity_protein_ranking,L4,Q8WYB5,9783,lmdb
ligunity_protein_ranking,L4,Q91WP0,8867,FAIL
ligunity_protein_ranking,L4,Q92551,9779,lmdb
ligunity_protein_ranking,L4,Q92743,611,lmdb
ligunity_protein_ranking,L4,Q92794,43768,FAIL
ligunity_protein_ranking,L4,Q92905,1172,lmdb
ligunity_protein_ranking,L4,Q92932,26032,lmdb
ligunity_protein_ranking,L4,Q96DB2,3617,lmdb
ligunity_protein_ranking,L4,Q96GX5,13140,lmdb
ligunity_protein_ranking,L4,Q96KP4,5603,FAIL
ligunity_protein_ranking,L4,Q96PC2,2244,lmdb
ligunity_protein_ranking,L4,Q96PD7,3413,lmdb
ligunity_protein_ranking,L4,Q96QP1,22674,lmdb
ligunity_protein_ranking,L4,Q96RU2,2443,lmdb
ligunity_protein_ranking,L4,Q99705,1683,lmdb
ligunity_protein_ranking,L4,Q99788,2243,lmdb
ligunity_protein_ranking,L4,Q99986,1934,lmdb
ligunity_protein_ranking,L4,Q9BQ50,5911,lmdb
ligunity_protein_ranking,L4,Q9BVC4,509,lmdb
ligunity_protein_ranking,L4,Q9BW19,9930,lmdb
ligunity_protein_ranking,L4,Q9BY08,1987,lmdb
ligunity_protein_ranking,L4,Q9BZ95,559,lmdb
ligunity_protein_ranking,L4,Q9CVD2,816,lmdb
ligunity_protein_ranking,L4,Q9DGD3,3768,lmdb
ligunity_protein_ranking,L4,Q9GZQ6,1273,lmdb
ligunity_protein_ranking,L4,Q9GZZ6,560,lmdb
ligunity_protein_ranking,L4,Q9H093,560,FAIL
ligunity_protein_ranking,L4,Q9H0K1,5552,lmdb
ligunity_protein_ranking,L4,Q9H299,764,lmdb
ligunity_protein_ranking,L4,Q9H300,816,lmdb
ligunity_protein_ranking,L4,Q9H7M9,1224,lmdb
ligunity_protein_ranking,L4,Q9H7Z6,1936,lmdb
ligunity_protein_ranking,L4,Q9HB14,765,lmdb
ligunity_protein_ranking,L4,Q9HC35,764,FAIL
ligunity_protein_ranking,L4,Q9HC84,9429,lmdb
ligunity_protein_ranking,L4,Q9HCE5,9834,lmdb
ligunity_protein_ranking,L4,Q9IWW8,917,lmdb
ligunity_protein_ranking,L4,Q9NPF7,2550,lmdb
ligunity_protein_ranking,L4,Q9NPH5,4892,lmdb
ligunity_protein_ranking,L4,Q9NR19,7233,lmdb
ligunity_protein_ranking,L4,Q9NR96,1936,lmdb
ligunity_protein_ranking,L4,Q9NSD7,765,lmdb
ligunity_protein_ranking,L4,Q9NSU2,5910,lmdb
ligunity_protein_ranking,L4,Q9NVM4,510,lmdb
ligunity_protein_ranking,L4,Q9NY59,1015,lmdb
ligunity_protein_ranking,L4,Q9WHN8,10245,lmdb
ligunity_protein_ranking,L4,Q9Y239,2955,lmdb
ligunity_protein_ranking,L4,Q9Y2I1,510,lmdb
